ID,Metric,Value
"ZAYN, Taylor SwiftI Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Liveness,0.325
Bag RaidersWay Back Home - Original,Liveness,0.161
Patti LaBelleOn My Own,Liveness,0.312
Rufus ThomasWalking the Dog - Mono,Liveness,0.0623
Taio CruzDynamite,Liveness,0.0329
GotyeHearts a Mess,Liveness,0.166
Glass AnimalsHeat Waves,Liveness,0.0921
Savage GardenUniverse,Liveness,0.158
OneRepublicI Lived,Liveness,0.248
Fat Larry's BandZoom,Liveness,0.183
Lou GrammMidnight Blue,Liveness,0.0714
The ScriptWritten in the Scars,Liveness,0.0893
Tee-SetMa Belle Amie - US Version,Liveness,0.169
Guy SebastianChoir,Liveness,0.0878
RixtonWe All Want The Same Thing,Liveness,0.121
Rod StewartYou're in My Heart (The Final Acclaim),Liveness,0.13
Hailee SteinfeldLove Myself,Liveness,0.419
5 Seconds of SummerEasier,Liveness,0.0977
"Skrillex, Poo BearWould You Ever",Liveness,0.318
Bag RaidersNot Over,Liveness,0.19
Enrique IglesiasNot In Love - Radio Mix,Liveness,0.0604
Split EnzI See Red,Liveness,0.471
Alison WonderlandChurch,Liveness,0.41
SailorA Glass Of Champagne,Liveness,0.428
Thirsty MercMousetrap Heart,Liveness,0.0655
Justice CrewBest Night,Liveness,0.0636
"Garnet Mimms, The EnchantersCry Baby",Liveness,0.579
Missy HigginsScar,Liveness,0.276
KhalidBetter,Liveness,0.14
3OH!3Double Vision,Liveness,0.413
Wretch 32Unorthodox,Liveness,0.223
The CrystalsDa Doo Ron Ron (When He Walked Me Home),Liveness,0.141
The DoorsLove Me Two Times,Liveness,0.122
UsherCrash,Liveness,0.093
"Various ArtistsThe Heat Is On - From ""Beverly Hills Cop"" Soundtrack",Liveness,0.0838
Shania TwainYou're Still The One,Liveness,0.237
Chris de BurghDon't Pay The Ferryman,Liveness,0.665
Skeeter DavisI Can't Stay Mad at You,Liveness,0.221
SeetherBroken (feat. Amy Lee),Liveness,0.172
Various ArtistsSummer Nights - From “Grease” Soundtrack,Liveness,0.0764
ExampleStay Awake - Radio Edit,Liveness,0.0936
Del Shannon with OrchestraRunaway,Liveness,0.0912
Strictly Ballroom (Original Soundtrack)Love Is in the Air - Ballroom Mix,Liveness,0.0899
San CiscoToo Much Time Together,Liveness,0.0751
Miley CyrusParty In The U.S.A.,Liveness,0.0886
Olivia Newton-JohnIf You Love Me (Let Me Know),Liveness,0.149
MIKAGrace Kelly,Liveness,0.364
StellarAshes,Liveness,0.169
The Beautiful GirlsIn Love,Liveness,0.0904
P!nkBeautiful Trauma,Liveness,0.387
The YoungbloodsGet Together,Liveness,0.0863
Various ArtistsTip Of My Tongue,Liveness,0.0872
TiëstoRed Lights,Liveness,0.121
Vanessa AmorosiKiss Your Mama!,Liveness,0.347
Little River BandDown On The Border,Liveness,0.052
Meat LoafYou Took The Words Right Out of My Mouth (Hot Summer Night),Liveness,0.498
PhoenixLisztomania,Liveness,0.497
Katy PerrySmile,Liveness,0.339
Destiny's ChildStand Up For Love (2005 World Children's Day Anthem) - Radio Edit,Liveness,0.188
Various ArtistsMother Mother,Liveness,0.208
Horst JankowskiA Walk In The Black Forest,Liveness,0.233
3 Doors DownHere Without You,Liveness,0.132
ZAYNPILLOWTALK,Liveness,0.089
John FarnhamA Simple Life,Liveness,0.127
Green Day21 Guns,Liveness,0.626
"Sting, The PoliceRoxanne",Liveness,0.0425
Delta GoodremSitting on Top of the World,Liveness,0.0954
Gabriella CilmiSweet About Me,Liveness,0.295
"Lady Gaga, Bradley CooperShallow",Liveness,0.231
BeyoncéHalo,Liveness,0.0563
The Goo Goo DollsWithout You Here,Liveness,0.362
MadonnaTrue Blue,Liveness,0.0502
The CorsairsSmoky Places,Liveness,0.298
Chubby CheckerSlow Twistin',Liveness,0.0391
Toni BraxtonBreathe Again,Liveness,0.0877
C & C Music FactoryGonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams),Liveness,0.148
LizzoJuice,Liveness,0.348
The 1975Girls,Liveness,0.466
SiaThe Greatest,Liveness,0.0562
Mr. BigTo Be with You - 2010 Remastered Version,Liveness,0.133
OasisChampagne Supernova - Remastered,Liveness,0.354
LloydDedication To My Ex (Miss That),Liveness,0.0938
MadonnaLike a Prayer,Liveness,0.181
The Kid LAROIWITHOUT YOU,Liveness,0.134
Johnny Young & KompanyAll My Lovin,Liveness,0.124
The ImpressionsIt's All Right,Liveness,0.263
Tom Petty and the HeartbreakersLearning To Fly,Liveness,0.362
Bee GeesTragedy,Liveness,0.242
Leona LewisA Moment Like This,Liveness,0.131
Ivy AdaraCurrency,Liveness,0.0957
Dua LipaWe're Good,Liveness,0.183
Crowded HouseDistant Sun,Liveness,0.119
"Clean Bandit, Dario GReal Love x Sunchyme (feat. Jess Glynne) [VIP Mash-up]",Liveness,0.544
Natasha BedingfieldUnwritten,Liveness,0.0822
Baby AnimalsEarly Warning,Liveness,0.345
Kelly ClarksonBreakaway,Liveness,0.0931
"Yolanda Be Cool, DCupWe No Speak Americano - Radio Edit",Liveness,0.154
Various ArtistsIt's Alright,Liveness,0.118
Various ArtistsDon't Trust Me,Liveness,0.339
The Dandy WarholsWe Used To Be Friends,Liveness,0.306
Sneaky Sound SystemGoodbye,Liveness,0.229
"SAINt JHN, ImanbekRoses - Imanbek Remix",Liveness,0.353
Donna SummerMacArthur Park - Single Version,Liveness,0.0601
Desmond DekkerYou Can Get It If You Really Want,Liveness,0.0599
Havana BrownWarrior,Liveness,0.315
Jennifer Love HewittBareNaked - Video Version,Liveness,0.0368
Marvin PriestOwn This Club,Liveness,0.277
DidoThank You,Liveness,0.0665
Missy ElliottLose Control (feat. Ciara & Fat Man Scoop),Liveness,0.0471
Marty RhoneA Mean Pair of Jeans,Liveness,0.0753
Masked WolfSay So,Liveness,0.05
Angel AzmeerAutomatic,Liveness,0.136
Ben FoldsRockin' the Suburbs,Liveness,0.261
Various ArtistsA Fifth Of Beethoven,Liveness,0.0611
Dusty SpringfieldSon Of A Preacher Man,Liveness,0.0802
Allman Brothers BandRamblin' Man,Liveness,0.286
Jessica MauboyBurn,Liveness,0.249
MabelDon't Call Me Up,Liveness,0.0793
Sabrina CarpenterSkin,Liveness,0.0567
"Jax Jones, Ina WroldsenBreathe",Liveness,0.143
IllyPapercuts (feat. Vera Blue),Liveness,0.257
HansonIf Only,Liveness,0.0968
Terry StaffordSuspicion,Liveness,0.13
"Bill ContiGonna Fly Now - Theme From ""Rocky""",Liveness,0.05
FRENSHIPCapsize,Liveness,0.686
AdeleEasy On Me,Liveness,0.133
The CorrsI Never Loved You Anyway,Liveness,0.711
The Rolling Stones19th Nervous Breakdown - Remastered 2002,Liveness,0.245
Split EnzMessage to My Girl,Liveness,0.0564
Richard MarxShould've Known Better,Liveness,0.0463
RÜFÜS DU SOLLike an Animal,Liveness,0.0897
Britney Spears3,Liveness,0.199
AmberThis Is Your Night,Liveness,0.121
Shawn MendesWonder,Liveness,0.149
Eiffel 65Move Your Body,Liveness,0.533
Alice CooperPoison,Liveness,0.18
AquaBarbie Girl,Liveness,0.35
Various ArtistsGive It To Me - Radio Edit,Liveness,0.0899
Bryan AdamsCan't Stop This Thing We Started,Liveness,0.481
Various ArtistsRiverside,Liveness,0.133
Ariana GrandeInto You,Liveness,0.151
Cut 'N' MoveGive It Up,Liveness,0.0665
The SupremesYou Keep Me Hangin' On,Liveness,0.0783
Dr. AlbanSing Hallelujah!,Liveness,0.131
AkonLonely,Liveness,0.257
"Klaus Doldinger, Giorgio MoroderNever Ending Story",Liveness,0.22
Brenda LeeI'm Sorry,Liveness,0.139
Chiddy BangOpposite of Adults,Liveness,0.329
Steve EarleCopperhead Road,Liveness,0.057
Blue Öyster CultBurnin' for You,Liveness,0.0857
ForeignerI Want to Know What Love Is - 1999 Remaster,Liveness,0.131
TLCWaterfalls,Liveness,0.0777
"Divinyls, Michael ChapmanScience Fiction",Liveness,0.0843
Conor MaynardCan't Say No,Liveness,0.07
John FarnhamAngels,Liveness,0.0792
PNAUChanga,Liveness,0.252
The KillersSmile Like You Mean It,Liveness,0.163
Scouting For GirlsThis Ain't a Love Song - Radio Edit,Liveness,0.0929
Jessica MauboyBecause,Liveness,0.21
FergieFergalicious,Liveness,0.128
Elton JohnCandle In The Wind,Liveness,0.264
SheppardKeep Me Crazy,Liveness,0.179
The ArchiesBang-Shang-a-Lang,Liveness,0.0295
Aleesha RomeOne of Us Has Changed,Liveness,0.162
Fifth HarmonyWorth It (feat. Kid Ink),Liveness,0.118
Eric Burdon & the AnimalsSky Pilot,Liveness,0.136
Various ArtistsWonderful Life - Radio Edit,Liveness,0.273
OK GoHere It Goes Again,Liveness,0.12
"David Cassidy, The Partridge FamilyCherish - remastered",Liveness,0.121
The StranglersSkin Deep,Liveness,0.135
Various ArtistsBad Habits,Liveness,0.147
"Kygo, OneRepublicLose Somebody",Liveness,0.0755
AerosmithDream On,Liveness,0.332
Various ArtistsHumpin' Around - Radio Edit,Liveness,0.0483
Various ArtistsHere Comes the Hotstepper,Liveness,0.229
The Doobie BrothersListen to the Music,Liveness,0.0721
Kylie MinogueConfide in Me - Radio Mix,Liveness,0.0777
The WhoI'm A Boy - Mono Version,Liveness,0.0657
AkonDon't Matter,Liveness,0.226
"Hank LocklinPlease Help Me, I'm Falling",Liveness,0.324
"Avicii, Nicky RomeroI Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit",Liveness,0.316
"Lionel RichieSay You, Say Me",Liveness,0.081
Various ArtistsGangsta,Liveness,0.227
Guy MitchellHeartaches By The Number,Liveness,0.0853
Kendrick LamarHUMBLE.,Liveness,0.0958
GossipStanding In the Way of Control,Liveness,0.203
Heather SmallProud,Liveness,0.0649
"Blondie, Debbie HarryFrench Kissin In The U.S.A.",Liveness,0.0713
Linkin ParkIn the End,Liveness,0.209
Taylor SwiftDelicate,Liveness,0.0911
Quiet RiotCum on Feel the Noize,Liveness,0.0612
Pearl JamGiven to Fly,Liveness,0.0996
Hilltop HoodsI Love It,Liveness,0.334
The VerveSonnet,Liveness,0.209
INXSI Send A Message,Liveness,0.0745
Taylor SwiftAnti-Hero,Liveness,0.142
The Pointer SistersI'm So Excited,Liveness,0.147
Cobra StarshipGood Girls Go Bad (feat. Leighton Meester),Liveness,0.549
Melissa EtheridgeBring Me Some Water,Liveness,0.1
EminemThose Kinda Nights (feat. Ed Sheeran),Liveness,0.0864
QueenBohemian Rhapsody - Remastered 2011,Liveness,0.3
"John Lennon, Yoko Ono(Just Like) Starting Over - Remastered 2010",Liveness,0.179
White LiesDeath,Liveness,0.076
Various ArtistsSmiley,Liveness,0.163
Ed SheeranKiss Me,Liveness,0.0248
The Jackson 5I Want You Back,Liveness,0.215
Daft PunkInstant Crush (feat. Julian Casablancas),Liveness,0.077
PowderfingerPick You Up,Liveness,0.139
"Cardi B, Megan Thee StallionWAP (feat. Megan Thee Stallion)",Liveness,0.0889
Rick AstleyWhen I Fall in Love,Liveness,0.0977
Reece MastinGood Night,Liveness,0.0458
Dua LipaLove Again,Liveness,0.1
LordeTennis Court,Liveness,0.236
Julio IglesiasAll of You (feat. Diana Ross),Liveness,0.406
Montell JordanSomethin' 4 Da Honeyz,Liveness,0.157
"Mark Ronson, Camila CabelloFind U Again (feat. Camila Cabello)",Liveness,0.204
Angus & Julia StoneHold On,Liveness,0.12
R.E.M.Losing My Religion,Liveness,0.135
IllyTightrope,Liveness,0.264
Various ArtistsHungry Eyes,Liveness,0.0953
PitbullFeel This Moment (feat. Christina Aguilera),Liveness,0.204
"Jessica MauboyRisk It - Original Song from the TV Series ""The Secret Daughter""",Liveness,0.0404
Various ArtistsPeople Everyday - Metamorphosis Mix,Liveness,0.55
TonicIf You Could Only See,Liveness,0.217
Janet JacksonWhat Have You Done For Me Lately,Liveness,0.0579
AviciiWaiting For Love,Liveness,0.142
Quad City DJ'sC'mon N' Ride It (The Train),Liveness,0.408
Britney Spears3,Liveness,0.138
The CarsShake It Up,Liveness,0.136
Empire of the SunHalf Mast,Liveness,0.501
Various ArtistsFor You (Fifty Shades Freed) (& Rita Ora),Liveness,0.157
One DirectionWhat Makes You Beautiful,Liveness,0.0596
RöyksoppHappy Up Here,Liveness,0.255
Tom Petty and the HeartbreakersMary Jane's Last Dance,Liveness,0.266
End Of FashionDying For You,Liveness,0.345
Bobbie GentryI'll Never Fall In Love Again,Liveness,0.12
"The BeatlesOb-La-Di, Ob-La-Da - Remastered 2009",Liveness,0.251
Christine AnuSunshine on a Rainy Day,Liveness,0.151
Engelbert HumperdinckThe Last Waltz,Liveness,0.196
DraphtRapunzel,Liveness,0.0438
LeAnn RimesLife Goes On,Liveness,0.553
"Eric CarmenHungry Eyes - From ""Dirty Dancing"" Soundtrack",Liveness,0.118
Morgan EvansI Do,Liveness,0.152
Various ArtistsMs. Jackson - Radio Mix,Liveness,0.0886
3 Doors DownKryptonite,Liveness,0.161
Bad CompanyFeel Like Making Love,Liveness,0.754
ZHUFaded,Liveness,0.122
SNAP!The Power,Liveness,0.341
EMFUnbelievable,Liveness,0.141
5 Seconds of SummerAmnesia,Liveness,0.162
The Power StationSome Like It Hot - 2005 Remaster,Liveness,0.0783
The Cat EmpireSly,Liveness,0.169
Rachel PlattenFight Song,Liveness,0.155
Taylor SwiftBad Blood,Liveness,0.139
Miley CyrusHands Of Love,Liveness,0.085
"Majestic, Boney M.Rasputin",Liveness,0.193
"Diplo, Sleepy TomBe Right There",Liveness,0.664
Sananda MaitreyaShe Kissed Me,Liveness,0.746
The ScriptBefore the Worst,Liveness,0.692
BostonForeplay / Long Time,Liveness,0.0923
Billy Thorpe & The AztecsPoison Ivy,Liveness,0.292
U2With Or Without You - Remastered,Liveness,0.139
BrandyThe Boy Is Mine,Liveness,0.318
"Sam & DaveHold On, I'm Comin'",Liveness,0.097
Phil CollinsAgainst All Odds (Take A Look At Me Now),Liveness,0.159
Nelly FurtadoManeater,Liveness,0.121
Leonardo's BrideEven When I'm Sleeping,Liveness,0.0881
RihannaSOS,Liveness,0.413
Dizzee RascalDance Wiv Me,Liveness,0.154
Martha Reeves & The VandellasHeat Wave,Liveness,0.217
The StrangersMelanie Makes Me Smile,Liveness,0.15
RihannaCheers (Drink To That),Liveness,0.293
MadonnaCherish,Liveness,0.0675
Imagine DragonsRadioactive,Liveness,0.668
Leo SayerThe Show Must Go On - 2010 Remastered Version,Liveness,0.199
Ugly Kid JoeEverything About You,Liveness,0.142
Jack HarlowWHATS POPPIN,Liveness,0.272
Dee Dee SharpMashed Potato Time,Liveness,0.0547
P!nkAve Mary A,Liveness,0.0781
Everything But The GirlMissing - Todd Terry Remix / Radio Edit,Liveness,0.057
Britney SpearsOops!...I Did It Again,Liveness,0.355
ZankSing My Love,Liveness,0.152
Nick JonasThis Is Heaven,Liveness,0.0897
Bobby Bare500 Miles Away from Home,Liveness,0.539
Bachman-Turner OverdriveTakin' Care Of Business,Liveness,0.183
AerosmithLove In An Elevator - Single Version,Liveness,0.337
The Black SorrowsHarley & Rose,Liveness,0.178
EaglesHotel California - 2013 Remaster,Liveness,0.0575
MolokoSing It Back,Liveness,0.139
End Of FashionFussy,Liveness,0.311
The MixturesIn the Summertime,Liveness,0.158
The ChainsmokersThis Feeling (feat. Kelsea Ballerini),Liveness,0.0662
Midnight JuggernautsShadows,Liveness,0.0828
Counting CrowsBig Yellow Taxi,Liveness,0.206
The PresetsGhosts,Liveness,0.242
Frank IfieldPlease,Liveness,0.0983
LordeRoyals,Liveness,0.132
The Beach BoysSurfer Girl - Remastered 2001,Liveness,0.142
EaglesTake It Easy - 2013 Remaster,Liveness,0.129
MadonnaBurning Up,Liveness,0.262
Jimmy Eat WorldThe Middle,Liveness,0.058
Bonnie TylerLost In France,Liveness,0.137
Edison LighthouseLove Grows (Where My Rosemary Goes),Liveness,0.0855
"Irene CaraWhy Me? - 12"" Mix",Liveness,0.724
Black Eyed PeasBIG LOVE,Liveness,0.25
"Luis Fonsi, Daddy YankeeDespacito - Remix",Liveness,0.0924
Candy DulferLily Was Here (feat. Candy Dulfer),Liveness,0.0802
Lionel RichieAll Night Long (All Night) - Single Version,Liveness,0.0482
Paul SimonMother and Child Reunion,Liveness,0.0648
NellyRide Wit Me,Liveness,0.247
EaglesLyin' Eyes - 2013 Remaster,Liveness,0.164
Sarah ConnorBounce - Original Version,Liveness,0.07
Boys Don't CryI Wanna Be a Cowboy,Liveness,0.0651
Bobby RydellWild One,Liveness,0.0485
The DarknessOne Way Ticket,Liveness,0.086
The DoorsBreak on Through (To the Other Side),Liveness,0.17
Sam CookeLittle Red Rooster,Liveness,0.526
The VampsWild Heart,Liveness,0.0716
Conan GrayWish You Were Sober,Liveness,0.236
"Big MountainBaby, I Love Your Way",Liveness,0.207
The LettermenThe Way You Look Tonight - Remastered,Liveness,0.0867
Nicki MinajStarships,Liveness,0.251
Paul NortonStuck On You,Liveness,0.0542
"Steve Harley, Steve Harley & Cockney RebelMake Me Smile (Come up and See Me) - 2014 Remaster",Liveness,0.0877
Kids Of 88Just A Little Bit,Liveness,0.0772
Teddy CreamHome,Liveness,0.075
The Beach BoysKokomo,Liveness,0.292
Normie RowePride and Joy,Liveness,0.208
REO SpeedwagonKeep on Loving You,Liveness,0.117
Fleur EastSax,Liveness,0.469
"Rita Ora, ImanbekBang Bang",Liveness,0.0475
Stan WalkerMusic Won't Break Your Heart,Liveness,0.22
"Divinyls, Michael ChapmanPleasure And Pain",Liveness,0.23
NickelbackSee You at the Show,Liveness,0.0692
The ChainsmokersRoses,Liveness,0.309
Jessica SimpsonI Wanna Love You Forever,Liveness,0.136
The PoliceRoxanne - Remastered 2003,Liveness,0.043
The SearchersWhen You Walk In the Room - Mono Version,Liveness,0.123
Finger ElevenParalyzer,Liveness,0.227
"James Hype, Miggy Dela RosaFerrari",Liveness,0.0526
The Rolling StonesRoute 66,Liveness,0.0889
Israel Kamakawiwo'oleOver the Rainbow,Liveness,0.0771
EminemRiver (feat. Ed Sheeran),Liveness,0.0713
"24kGoldn, iann diorMood (feat. iann dior)",Liveness,0.272
The Cat EmpireThe Car Song,Liveness,0.323
10ccRubber Bullets,Liveness,0.0921
"Eric ClaptonLayla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Liveness,0.94
Bag RaidersSunlight,Liveness,0.0634
Ashlee SimpsonL.O.V.E.,Liveness,0.65
Sophie B. HawkinsDamn I Wish I Was Your Lover,Liveness,0.363
ParachuteHurricane,Liveness,0.402
Ed SheeranShape of You,Liveness,0.0931
ShakiraDon't Wait Up,Liveness,0.0566
John WaiteMissing You,Liveness,0.046
"Marvin Gaye, Tammi TerrellAin't No Mountain High Enough",Liveness,0.184
The SupremesThe Happening,Liveness,0.628
Mr. MisterKyrie,Liveness,0.13
PSYGangnam Style (?????),Liveness,0.0911
Suzi QuatroYour Mama Won't Like Me - 2017 Remaster,Liveness,0.154
Various ArtistsThis Ole House,Liveness,0.34
Culture BeatAnything,Liveness,0.121
Jason DeruloTake You Dancing,Liveness,0.0876
Petula ClarkColour My World,Liveness,0.25
Tina TurnerWhat You Get Is What You See,Liveness,0.244
David BowieSpace Oddity - 2009 Remastered Version,Liveness,0.202
Dami ImAnd I'm Telling You I'm Not Going,Liveness,0.131
Eskimo JoeFrom The Sea,Liveness,0.0808
Chris IsaakWicked Game,Liveness,0.0679
George EzraListen to the Man,Liveness,0.0898
My Chemical RomanceWelcome to the Black Parade,Liveness,0.222
En VogueDon't Let Go (Love),Liveness,0.3
Vikki CarrIt Must Be Him,Liveness,0.719
Melanie DyerMemphis T-Shirt,Liveness,0.0831
Morgan EvansDay Drunk,Liveness,0.0684
Christina AguileraGenie in a Bottle,Liveness,0.152
Flo RidaRight Round,Liveness,0.232
ZZ TopLa Grange - 2005 Remaster,Liveness,0.196
"Clean Bandit, Zara LarssonSymphony (feat. Zara Larsson)",Liveness,0.138
Brenton WoodGimme Little Sign,Liveness,0.197
Wiz KhalifaNo Sleep,Liveness,0.443
Ne-YoCloser,Liveness,0.154
The Dave Clark FiveReelin' and Rockin' - 2019 - Remaster,Liveness,0.0935
John MellencampCherry Bomb,Liveness,0.0435
Various ArtistsOnly When You Leave,Liveness,0.0863
"Bruno Mars, Cardi BFinesse - Remix; feat. Cardi B",Liveness,0.0215
"Earth\, Wind & FireBoogie Wonderland",Liveness,0.0521
FreeAll Right Now,Liveness,0.153
Doja CatSay So,Liveness,0.0906
Mr. PresidentCoco Jamboo - Radio Version,Liveness,0.152
BazziMine,Liveness,0.451
Johnny CashSunday Morning Coming Down - Live,Liveness,0.453
Little BirdyStay Wild,Liveness,0.0707
Michael JacksonBlood on the Dance Floor,Liveness,0.06
Suzi Quatro48 Crash,Liveness,0.169
Michael JacksonYou Are Not Alone,Liveness,0.0765
Various ArtistsTeardrops,Liveness,0.177
Kelly ClarksonAlready Gone,Liveness,0.0768
Bryan AdamsThought I'd Died And Gone To Heaven,Liveness,0.097
BlondieMaria,Liveness,0.0749
Cher LloydWant U Back,Liveness,0.561
Avril LavigneSk8er Boi,Liveness,0.358
Various ArtistsNeutron Dance,Liveness,0.153
The Chainsmokers#SELFIE,Liveness,0.0788
N-TranceForever,Liveness,0.363
Cassie DavisDifferently,Liveness,0.165
Paul Anka(You're) Having My Baby,Liveness,0.0897
AviciiAddicted To You,Liveness,0.086
Los LobosLa Bamba,Liveness,0.247
Duck SauceaNYway,Liveness,0.277
Billy JoelWe Didn't Start the Fire,Liveness,0.356
ICEHOUSETouch The Fire,Liveness,0.0873
The ClashRock the Casbah - Remastered,Liveness,0.284
Gene PitneyTown Without Pity,Liveness,0.0644
alt-JLeft Hand Free,Liveness,0.0824
Jimmy BarnesWhen Your Love Is Gone,Liveness,0.314
"Ruel, M-PhazesGolden Years - M-Phazes Remix",Liveness,0.125
Air SupplyLove And Other Bruises,Liveness,0.0779
Avril LavigneHot,Liveness,0.296
Jenny MorrisBreak in the Weather,Liveness,0.0344
Johnny TillotsonWithout You,Liveness,0.165
AquaDoctor Jones - Original Version,Liveness,0.047
Tina ArenaWasn't It Good,Liveness,0.0668
Empire of the SunWe Are The People,Liveness,0.434
ZeddClarity,Liveness,0.0749
AviciiFade Into Darkness - Vocal Radio Mix,Liveness,0.138
The Beach BoysI Get Around (Mono),Liveness,0.0663
"Tiësto, Jonas Blue, Rita OraRitual",Liveness,0.0844
Lennon & MaisyBoom Clap,Liveness,0.141
James ArthurSay You Won't Let Go,Liveness,0.0863
Benny BenassiCinema (feat. Gary Go),Liveness,0.204
Conor MaynardAnimal,Liveness,0.0692
Sam CookeAnother Saturday Night,Liveness,0.0903
Tove LoStay High - Habits Remix,Liveness,0.0949
The JacksonsBlame It on the Boogie,Liveness,0.0867
Johnny TillotsonIt Keeps Right On A-Hurtin',Liveness,0.252
Taylor Swift22,Liveness,0.0625
Small FacesLazy Sunday (Mono Version) (2018 Remaster),Liveness,0.695
Fairground AttractionPerfect,Liveness,0.0866
UnderworldBorn Slippy (Nuxx) - Radio Edit,Liveness,0.0979
Blue Öyster CultBurnin' for You,Liveness,0.0849
Buddy HollyRave On,Liveness,0.417
Florence + The MachineRabbit Heart (Raise It Up),Liveness,0.266
David GuettaPlay Hard (feat. Ne-Yo & Akon) - New Edit,Liveness,0.656
"benny blanco, Marshmello, Vance JoyYou (with Marshmello & Vance Joy)",Liveness,0.119
Lady A747,Liveness,0.128
FiveDon't Wanna Let You Go - Radio Edit,Liveness,0.126
Britney SpearsGimme More,Liveness,0.0723
Ellie GouldingSlow Grenade,Liveness,0.0996
Kylie MinogueEspecially for You (duet with Jason Donovan),Liveness,0.0719
Eric Burdon & the AnimalsSee See Rider,Liveness,0.232
Various ArtistsLet Me Blow Ya Mind,Liveness,0.0504
Natalie TaylorCome to This,Liveness,0.0719
Maroon 5Payphone,Liveness,0.356
Little MixBlack Magic,Liveness,0.317
The Rah BandThe Crunch,Liveness,0.0917
Midnight OilUS Forces - Remastered Version,Liveness,0.0389
Dua LipaDon't Start Now,Liveness,0.0951
BaauerHarlem Shake,Liveness,0.416
Jonas BlueFast Car,Liveness,0.307
HeintjeI'm Your Little Boy,Liveness,0.254
Foo FightersThe Pretender,Liveness,0.044
DiddyCome to Me (feat. Nicole Scherzinger),Liveness,0.658
New PoliticsHarlem,Liveness,0.317
JAY-ZWhat We Talkin' About,Liveness,0.878
Albert HammondIt Never Rains in Southern California,Liveness,0.0811
Marvin GayeSexual Healing,Liveness,0.0581
Linda RonstadtDon't Know Much (with Aaron Neville),Liveness,0.158
360Run Alone,Liveness,0.134
HAIMThe Wire,Liveness,0.0769
Various ArtistsCar Wash - Long Version,Liveness,0.0514
Taylor SwiftBlank Space,Liveness,0.13
OfenbachBe Mine,Liveness,0.0576
Vampire WeekendA-Punk,Liveness,0.153
P!nkFunhouse,Liveness,0.0371
Various ArtistsLovin' Each Day,Liveness,0.298
Walter BrennanOld Rivers,Liveness,0.231
Steve WinwoodHigher Love,Liveness,0.298
Niall HoranThis Town,Liveness,0.126
The Rolling StonesMiss You - Remastered,Liveness,0.344
Ne-YoMiss Right,Liveness,0.15
En VogueDon't Let Go (Love),Liveness,0.3
Justin BieberForever (feat. Post Malone & Clever),Liveness,0.204
KISSShandi,Liveness,0.0428
The PotbelleezMidnight Midnight,Liveness,0.183
Carly SimonYou're So Vain,Liveness,0.0784
Meat LoafI'd Lie For You (And That's The Truth),Liveness,0.225
Cliff Richard & The ShadowsAngel - 2002 Remaster,Liveness,0.0778
Backstreet BoysShape of My Heart,Liveness,0.159
RobynBum Like You,Liveness,0.0509
Natalie ImbrugliaCounting Down the Days,Liveness,0.0965
QueenAnother One Bites The Dust - Remastered 2011,Liveness,0.163
Franz FerdinandNo You Girls,Liveness,0.0967
Shawn MendesStitches,Liveness,0.0486
Amy PearsonDon't Miss You,Liveness,0.341
The Pointer SistersAutomatic (Album Version),Liveness,0.0736
Men Without HatsThe Safety Dance,Liveness,0.157
The VeronicasEverything I'm Not,Liveness,0.119
Jordin SparksNo Air (feat. Chris Brown),Liveness,0.0593
Hilltop HoodsChase That Feeling,Liveness,0.132
Walter MeegoForever,Liveness,0.196
The Brothers JohnsonStomp! - Single Version,Liveness,0.0693
Dr. HookGirls Can Get It,Liveness,0.139
Various ArtistsTime of Our Lives - Radio Edit,Liveness,0.7
Demi LovatoInstruction,Liveness,0.125
Various ArtistsVictory,Liveness,0.538
Hot Chelle RaeI Like It Like That (feat. New Boyz),Liveness,0.354
Olivia Rodrigovampire,Liveness,0.311
MAGIC!Don't Kill the Magic,Liveness,0.339
Ricky NelsonFools Rush In,Liveness,0.207
The EasybeatsCome And See Her,Liveness,0.143
Post Malonerockstar,Liveness,0.142
Daryl BraithwaiteOld Sid,Liveness,0.0833
Jackie DeShannonPut A Little Love In Your Heart,Liveness,0.0771
Missing PersonsWords,Liveness,0.0761
Tony ChristieI Did What I Did For Maria,Liveness,0.844
The KLFLast Train to Trancentral (Live from the Lost Continent) [Us Version],Liveness,0.81
Conan GrayManiac,Liveness,0.354
QueenBohemian Rhapsody - Remastered 2011,Liveness,0.3
KeshaTiK ToK,Liveness,0.291
FalcoRock Me Amadeus,Liveness,0.0884
KingLove & Pride,Liveness,0.0889
Calvin HarrisFlashback,Liveness,0.0922
George MichaelToo Funky - Single Edit,Liveness,0.27
Chris BrownTurn Up the Music,Liveness,0.156
*NSYNCBye Bye Bye,Liveness,0.0564
Maxi PriestClose To You,Liveness,0.0877
Kate DeAraugoFaded,Liveness,0.303
Steve Miller BandAbracadabra,Liveness,0.156
Billy JoelPiano Man,Liveness,0.317
GyanWait,Liveness,0.35
Daryl BraithwaiteCavalry - 2017 Remastered,Liveness,0.212
